Artículo;20026.02;;;GCAP FIBROLIP;;;;;;;;Nro Formula;;1464;;;
Versión;faç     ;;;Cantidad;;100.000,00;Uni     ;;Lote Mínimo;100.000,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA: PROLAB;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100019;;CIPROFIBRATO;;g       ;10.000,00;
1;11;;;;FAÇON;;;;;;100080;;LACTOSA SUPERTAB® 11SD AUTOCOMPRESIBLE;;g       ;25.250,00;
1;11;;;;FAÇON;;;;;;100008;;STARCH 1500;;g       ;18.500,00;
1;11;;;;FAÇON;;;;;;100025;;AEROSIL 200;;g       ;250,00;
1;11;;;;FAÇON;;;;;;100011;;CÁPSULAS DE GELATINA RÍGIDA N°0 CELESTE-CELESTE;;Uni     ;100.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;121; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20028.02;;;GCAP FLUIDASA CÁPSULAS;;;;;;;;Nro Formula;;1466;;;
Versión;faç     ;;;Cantidad;;150.000,00;Uni     ;;Lote Mínimo;150.000,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA: PROLAB;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100046;;MEPIFILINA;;g       ;22.500,00;
1;11;;;;FAÇON;;;;;;100030;;ESTEARATO DE MAGNESIO;;g       ;450,00;
1;11;;;;FAÇON;;;;;;100013;;CÁPSULAS DE GELATINA RÍGIDA N°3 BLANCO-VERDE;;Uni     ;150.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;122; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20029.02;;;GFRA FLUIDASA GOTAS x 30 mL;;;;;;;;Nro Formula;;1468;;;
Versión;faç     ;;;Cantidad;;2.000,00;uni     ;;Lote Mínimo;2.000,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA: SPEFAR (VER CAMBIO A PROLAB);;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100046;;MEPIFILINA;;g       ;1.200,00;
1;11;;;;FAÇON;;;;;;100047;;NIPAGIN;;g       ;45,00;
1;11;;;;FAÇON;;;;;;100057;;NIPASOL;;g       ;15,00;
1;11;;;;FAÇON;;;;;;100065;;SACARINA SÓDICA;;g       ;60,00;
1;11;;;;FAÇON;;;;;;100029;;ESENCIA DE VAINILLA LÍQUIDA;;L       ;0,01;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;60,00;
1;11;;;;FAÇON;;;;;;120005D;;FRASCO PET ÁMBAR 30 CC BOCA 28;;Uni     ;2.000,00;
1;11;;;;FAÇON;;;;;;120006D;;TAPA BLANCA PARA FRASCO BOCA 28;;Uni     ;2.000,00;
1;11;;;;FAÇON;;;;;;120007D;;INSERTO GOTERO BOCA 28;;Uni     ;2.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;123; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20030.02;;;GFRA FLUIDASA SOLUCIÓN X 150 mL;;;;;;;;Nro Formula;;1469;;;
Versión;faç     ;;;Cantidad;;2.000,00;Uni     ;;Lote Mínimo;2.000,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA: PROLAB;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100046;;MEPIFILINA;;g       ;1.500,00;
1;11;;;;FAÇON;;;;;;100047;;NIPAGIN;;g       ;90,00;
1;11;;;;FAÇON;;;;;;100057;;NIPASOL;;g       ;30,00;
1;11;;;;FAÇON;;;;;;100065;;SACARINA SÓDICA;;g       ;60,00;
1;11;;;;FAÇON;;;;;;100029;;ESENCIA DE VAINILLA LÍQUIDA;;L       ;0,02;
1;11;;;;FAÇON;;;;;;100067;;SORBITOL SOLUCIÓN AL 70%;;g       ;117.000,00;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;210,00;
1;11;;;;FAÇON;;;;;;120002D;;FRASCO PET ÁMBAR150 CC BOCA 28;;Uni     ;2.000,00;
1;11;;;;FAÇON;;;;;;120006D;;TAPA BLANCA PARA FRASCO BOCA 28;;Uni     ;2.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;124; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20031.03;;;GCOR GALTAMIN 8;;;;;;;;Nro Formula;;1470;;;
Versión;faç     ;;;Cantidad;;96.000,00;Uni     ;;Lote Mínimo;96.000,00;;Lote Máximo;;0,00;;;
Observaciones;;Tercerista Ripoll;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100066;;VIVACOAT A;;g       ;480,00;
1;11;;;;FAÇON;;;;;;100040;;LACA ROJA ALLURA FD&C #40;;g       ;4,80;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;1,70;
1;11;;;;FAÇON;;;;;;100004;;ALCOHOL;;L       ;2,12;
1;11;;;;FAÇON;;;;;;20031.02;;GCOM GALTAMIN 8;;Uni     ;96.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;125; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20034.02;;;GFRA LACTULAX X 120 mL;;;;;;;;Nro Formula;;1472;;;
Versión;faç     ;;;Cantidad;;7.166,00;Uni     ;;Lote Mínimo;7.166,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA LABORATORIO PROLAB;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100043;;LACTULOSA 66%;;g       ;1.120.000,00;
1;11;;;;FAÇON;;;;;;120001D;;FRASCO PET ÁMBAR 125 CC BOCA 28;;Uni     ;7.166,00;
1;11;;;;FAÇON;;;;;;120006D;;TAPA BLANCA PARA FRASCO BOCA 28;;Uni     ;7.166,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;126; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20035.02;;;GFRA LACTULAX X 250 mL;;;;;;;;Nro Formula;;1473;;;
Versión;faç     ;;;Cantidad;;3.440,00;Uni     ;;Lote Mínimo;3.440,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA LABORATORIO PROLAB.;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100043;;LACTULOSA 66%;;g       ;1.120.000,00;
1;11;;;;FAÇON;;;;;;120003D;;FRASCO PET ÁMBAR 250 CC BOCA 28;;Uni     ;3.440,00;
1;11;;;;FAÇON;;;;;;120006D;;TAPA BLANCA PARA FRASCO BOCA 28;;Uni     ;3.440,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;127; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20057.03;;;GCOR LESTEROL 40;;;;;;;;Nro Formula;;1478;;;
Versión;faç     ;;;Cantidad;;40.000,00;Uni     ;;Lote Mínimo;40.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100064;;ROSUVASTATINA CÁLCICA;;g       ;1.730,00;
1;11;;;;FAÇON;;;;;;100008;;STARCH 1500;;g       ;1.200,00;
1;11;;;;FAÇON;;;;;;100017;;VIVAPUR PH 200;;g       ;8.336,00;
1;11;;;;FAÇON;;;;;;100024;;VIVASOL GF;;g       ;560,00;
1;11;;;;FAÇON;;;;;;100025;;AEROSIL 200;;g       ;40,00;
1;11;;;;FAÇON;;;;;;100030;;ESTEARATO DE MAGNESIO;;g       ;134,00;
1;11;;;;FAÇON;;;;;;100066;;VIVACOAT A;;g       ;400,00;
1;11;;;;FAÇON;;;;;;100038;;LACA AMARILLA OCASO FD&C #6;;g       ;20,00;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;1,40;
1;11;;;;FAÇON;;;;;;100004;;ALCOHOL;;L       ;1,40;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;128; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20059.03;;;GCOR QUETIAPINA NOAS 25;;;;;;;;Nro Formula;;1486;;;
Versión;faç     ;;;Cantidad;;50.000,00;Uni     ;;Lote Mínimo;50.000,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA RIPOLL
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100061;;QUETIAPINA FUMARATO;;g       ;1.439,00;
1;11;;;;FAÇON;;;;;;100054;;PVP K30;;g       ;228,00;
1;11;;;;FAÇON;;;;;;100032;;EMCOMPRESS ANHYDROUS;;g       ;304,00;
1;11;;;;FAÇON;;;;;;100007;;VIVASTAR P;;g       ;304,00;
1;11;;;;FAÇON;;;;;;100015;;VIVAPUR PH 101;;g       ;1.444,00;
1;11;;;;FAÇON;;;;;;100041;;LACTOSA MONOHIDRATO MALLA 200;;g       ;3.729,00;
1;11;;;;FAÇON;;;;;;100030;;ESTEARATO DE MAGNESIO;;g       ;152,00;
1;11;;;;FAÇON;;;;;;100066;;VIVACOAT A;;g       ;380,00;
1;11;;;;FAÇON;;;;;;100038;;LACA AMARILLA OCASO FD&C #6;;g       ;20,00;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;1,25;
1;11;;;;FAÇON;;;;;;100004;;ALCOHOL;;L       ;1,25;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;129; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20060.03;;;GCOR QUETIAPINA NOAS 100;;;;;;;;Nro Formula;;1488;;;
Versión;faç     ;;;Cantidad;;50.000,00;Uni     ;;Lote Mínimo;50.000,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA RIPOLL;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100061;;QUETIAPINA FUMARATO;;g       ;6.050,00;
1;11;;;;FAÇON;;;;;;100054;;PVP K30;;g       ;600,00;
1;11;;;;FAÇON;;;;;;100032;;EMCOMPRESS ANHYDROUS;;g       ;800,00;
1;11;;;;FAÇON;;;;;;100007;;VIVASTAR P;;g       ;800,00;
1;11;;;;FAÇON;;;;;;100015;;VIVAPUR PH 101;;g       ;3.240,00;
1;11;;;;FAÇON;;;;;;100041;;LACTOSA MONOHIDRATO MALLA 200;;g       ;4.055,00;
1;11;;;;FAÇON;;;;;;100030;;ESTEARATO DE MAGNESIO;;g       ;400,00;
1;11;;;;FAÇON;;;;;;100066;;VIVACOAT A;;g       ;702,00;
1;11;;;;FAÇON;;;;;;100038;;LACA AMARILLA OCASO FD&C #6;;g       ;78,00;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;2,47;
1;11;;;;FAÇON;;;;;;100004;;ALCOHOL;;L       ;1,98;
1;11;;;;FAÇON;;;;;;100042;;EXCIPRESS SD2;;g       ;4.055,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;130; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20046.03;;;GCOR TERLADEP;;;;;;;;Nro Formula;;1492;;;
Versión;faç     ;;;Cantidad;;133.300,00;Uni     ;;Lote Mínimo;133.300,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA: LABORATORIO SPEFAR;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;100048;;MIRTAZAPINA;;g       ;3.999,00;
1;11;;;;FAÇON;;;;;;100008;;STARCH 1500;;g       ;4.666,00;
1;11;;;;FAÇON;;;;;;100042;;EXCIPRESS SD2;;g       ;14.463,00;
1;11;;;;FAÇON;;;;;;100015;;VIVAPUR PH 101;;g       ;10.944,00;
1;11;;;;FAÇON;;;;;;100017;;VIVAPUR PH 200;;g       ;3.999,00;
1;11;;;;FAÇON;;;;;;100030;;ESTEARATO DE MAGNESIO;;g       ;200,00;
1;11;;;;FAÇON;;;;;;100025;;AEROSIL 200;;g       ;387,00;
1;11;;;;FAÇON;;;;;;100066;;VIVACOAT A;;g       ;1.200,00;
1;11;;;;FAÇON;;;;;;100038;;LACA AMARILLA OCASO FD&C #6;;g       ;133,00;
1;11;;;;FAÇON;;;;;;100070T;;AGUA PURIFICADA TERCERISTA;;L       ;4,00;
1;11;;;;FAÇON;;;;;;100004;;ALCOHOL;;L       ;5,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;131; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20061.04;;;GBLI AGOMET X 10;;;;;;;;Nro Formula;;1501;;;
Versión;faç     ;;;Cantidad;;5.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA: REGUEIRO
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20061.03;;GCOR AGOMET;;Uni     ;50.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;132; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20003.04;;;GBLI ALLOFED 100 X 25;;;;;;;;Nro Formula;;1502;;;
Versión;faç     ;;;Cantidad;;9.600,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA REGUEIRO
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20003.02;;GCOM ALLOFED 100;;Uni     ;240.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;133; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20005.04;;;GBLI ALLOFED 300 X 14;;;;;;;;Nro Formula;;1503;;;
Versión;faç     ;;;Cantidad;;8.571,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20005.02;;GCOM ALLOFED 300;;Uni     ;120.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;134; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20006.04;;;GBLI BETIVER 16 X 20;;;;;;;;Nro Formula;;1504;;;
Versión;faç     ;;;Cantidad;;12.600,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20006.02;;GCOM BETIVER 16;;Uni     ;252.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;135; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20007.04;;;GBLI BETIVER 24 X 10;;;;;;;;Nro Formula;;1505;;;
Versión;faç     ;;;Cantidad;;4.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20007.02;;GCOM BETIVER 24;;Uni     ;40.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;136; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20008.04;;;GBLI BUPRIL SR X 10;;;;;;;;Nro Formula;;1506;;;
Versión;faç     ;;;Cantidad;;16.666,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20008.03;;GCOR BUPRIL SR;;Uni     ;166.666,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;137; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20010.04;;;GBLI CALERNID 10 X 14;;;;;;;;Nro Formula;;1507;;;
Versión;faç     ;;;Cantidad;;28.571,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;TERCERISTA REGUEIRO;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20010.03;;GCOR CALERNID 10;;Uni     ;400.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;138; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20012.04;;;GBLI CARVEDIL 12.5 X 10;;;;;;;;Nro Formula;;1509;;;
Versión;faç     ;;;Cantidad;;35.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20012.02;;GCOM CARVEDIL 12.5;;Uni     ;350.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;139; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20013.04;;;GBLI CARVEDIL 25 X 10;;;;;;;;Nro Formula;;1510;;;
Versión;faç     ;;;Cantidad;;20.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA REGUEIRO
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20013.02;;GCOM CARVEDIL 25;;Uni     ;200.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;140; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20015.04;;;GBLI CILOZOL 100 X 10;;;;;;;;Nro Formula;;1511;;;
Versión;faç     ;;;Cantidad;;10.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA REGUEIRO.
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20015.02;;GCOM CILOZOL 100;;Uni     ;100.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;141; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20059.04;;;GBLI QUETIAPINA NOAS 25 X 15;;;;;;;;Nro Formula;;1530;;;
Versión;faç     ;;;Cantidad;;3.333,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA RIPOLL.
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20059.03;;GCOR QUETIAPINA NOAS 25;;Uni     ;50.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;142; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20060.04;;;GBLI QUETIAPINA NOAS 100 X 15;;;;;;;;Nro Formula;;1531;;;
Versión;faç     ;;;Cantidad;;3.333,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA REGUEIRO. 
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20060.03;;GCOR QUETIAPINA NOAS 100;;Uni     ;50.000,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;143; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20046.04;;;GBLI TERLADEP X 10;;;;;;;;Nro Formula;;1534;;;
Versión;faç     ;;;Cantidad;;13.330,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;"TERCERISTA: REGUEIRO
";;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;11;;;;FAÇON;;;;;;20046.03;;GCOR TERLADEP;;Uni     ;133.300,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;144; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;26/10/2020;;;
Artículo;20016.03;;;GCOR CIPRAM S10;;;;;;;;Nro Formula;;1539;;;
